"rep";"lac";"mu";"gam";"laa";"K"
1;0,37424523383379;0,159625549055636;0,00892522890935652;0,466636189352721;Inf
1;0,363396715186536;0,496801253315061;0,00922277478151955;0,428079500328749;Inf
1;0,261823176220059;0,35337339444086;0,00868699431885034;0,456789051182568;Inf
1;0,49984893547371;0,413716139271855;0,00768383407616057;0,352500262856484;Inf
1;0,186832373961806;0,19441992091015;0,00841371751041152;0,449829912371933;Inf
1;0,226945678144693;0,335312277078629;0,00881263011367992;0,478889468125999;Inf
1;0,144552791770548;0,384525757655501;0,00687791218631901;0,158862230088562;Inf
1;0,186264113709331;0,13724985877052;0,00658286894205958;0,329526877775788;Inf
1;0,24383782427758;0,238666331302375;0,00944605509168468;0,301076009310782;Inf
1;0,458194753993303;0,420111600123346;0,00683751011150889;0,423458575364202;Inf
1;0,237211184389889;0,368826933018863;0,00865194474812597;0,333385453373194;Inf
1;0,405408799089491;0,34184153964743;0,0072585578809958;0,18348579518497;Inf
1;0,222458015009761;0,127918368205428;0,00900795893277973;0,488478969689459;Inf
1;0,440056816488504;0,23640860915184;0,00793130449485034;0,136772344540805;Inf
1;0,391770839225501;0,214702866785228;0,00731570848729462;0,412923813518137;Inf
1;0,157151181157678;0,279880167823285;0,00929862811346538;0,308811693824828;Inf
1;0,207318482920527;0,308633191417903;0,00722557501518168;0,107005652133375;Inf
1;0,382385440636426;0,437356258090586;0,00874322440242395;0,322832890879363;Inf
1;0,43479425329715;0,112135952524841;0,00975079757743515;0,160694305319339;Inf
1;0,444282637909055;0,371953715756536;0,00923169932211749;0,198402367345989;Inf
1;0,486362986918539;0,357224465534091;0,00591250877827406;0,311522052902728;Inf
1;0,183861792366952;0,240786607377231;0,0099281928583514;0,227866659220308;Inf
1;0,41797054624185;0,440427315887064;0,00778260758845136;0,308962250221521;Inf
1;0,123030223418027;0,111447447072715;0,00832858524518088;0,391486078035086;Inf
1;0,379139598459005;0,421019924990833;0,00857661523623392;0,149861844349653;Inf
1;0,1569236128591;0,178754381928593;0,00725358621682972;0,39230792010203;Inf
1;0,196045493520796;0,333754372503609;0,0056019574846141;0,48508423473686;Inf
1;0,487298830319196;0,423020143900067;0,00977533701690845;0,338937697932124;Inf
1;0,433718891907483;0,172734970226884;0,00921437904587947;0,477484153583646;Inf
1;0,420646332576871;0,100774781778455;0,00549722186056897;0,265579531062394;Inf
1;0,247111153136939;0,257440890930593;0,0083344513294287;0,376226909738034;Inf
1;0,295012347772717;0,174671050999314;0,00815413930220529;0,130649462062866;Inf
1;0,490587665513158;0,493405648320913;0,00893094792729244;0,284431448671967;Inf
1;0,121431771293283;0,295365903060883;0,00926149486331269;0,441132563352585;Inf
1;0,132082872278988;0,435876249801368;0,00543097400222905;0,159779042936862;Inf
1;0,472431007865816;0,154073159210384;0,00940500086173415;0,396901226881892;Inf
1;0,100481131672859;0,341089405864477;0,00899365834658965;0,285396579653025;Inf
1;0,381312141288072;0,461938374489546;0,00677698611048982;0,303553159534931;Inf
1;0,424832968600094;0,224580027814955;0,00709325572592206;0,300862391106784;Inf
1;0,494315715692937;0,176519888732582;0,00547788494033739;0,403920755069703;Inf
1;0,251449361722916;0,458301892224699;0,00583891775342636;0,162027698196471;Inf
1;0,284507687855512;0,329815936181694;0,00999795390409417;0,100295173190534;Inf
1;0,120221180468798;0,416082247253507;0,00799455250380561;0,174934790004045;Inf
1;0,214374142605811;0,435418757423759;0,00698919326881878;0,147501352615654;Inf
1;0,422694533411413;0,491848705522716;0,00765708078630269;0,308032597508281;Inf
1;0,345578113850206;0,354265807196498;0,0050436473893933;0,260811901837587;Inf
1;0,178139246534556;0,379381264839321;0,00979923858307302;0,1904879828915;Inf
1;0,463927556853741;0,414816715847701;0,00611683793598786;0,241360178403556;Inf
