lac;mu;gam;laa;K
0,26550866314209998;0,186061949818395078;0,005728533633518964;0,9082077899947762;Inf
0,75062338006682694;0,415366218774579465;0,003146712363231927;0,7120331600308418;Inf
0,01229191781021655;0,041117722401395440;0,005190930031239986;0,0682925025466830;Inf
0,38835267140530050;0,029260878334753215;0,004928241879679262;0,4332838929258287;Inf
0,10062400810420513;0,220784632605500519;0,007721056856680662;0,4077022376004606;Inf
0,29153708554804325;0,049507129588164389;0,005257146779913456;0,7091860503423959;Inf
0,24373034248128533;0,234965666080825031;0,004021249446086585;0,3646335981320590;Inf
0,83164804545231164;0,420100384275428951;0,005058311817701906;0,1752979450393468;Inf
0,10946114175021648;0,368798124371096492;0,008819462149403989;0,2065240622032434;Inf
0,35530486307106912;0,027878644294105470;0,006821535853669048;0,6934467137325555;Inf
0,78757518110796809;0,435392382089048624;0,003209849554114044;0,8412392872851342;Inf
0,22647657524794340;0,329985659220255911;0,008826850608456879;0,9942280433606356;Inf
0,72378894267603755;0,410834962734952569;0,008979139239527286;0,8651185114867985;Inf
0,32982484297826886;0,427722429158166051;0,007417474591638893;0,5800594347529113;Inf
0,67744516138918698;0,020268539665266871;0,001201244916301221;0,9181326553225517;Inf
0,21862364909611642;0,186765344697050750;0,003076010716613382;0,0404407633468509;Inf
0,05092776217497885;0,404508296283893287;0,004204955359455198;0,9834157098084688;Inf
0,94712697318755090;0,193664147751405835;0,001970307736191899;0,3079336255323142;Inf
0,77173957857303321;0,028158721048384905;0,008860202543437482;0,2911697614472359;Inf
0,84216821752488613;0,310812519863247871;0,005123565352987498;0,7100202080328017;Inf
0,44868220575153828;0,292192934895865619;0,007054220899008215;0,2077484638430178;Inf
0,52587393694557250;0,282549523864872754;0,005425176348071546;0,9080318000633270;Inf
0,25990658299997449;0,043593267677351832;0,002528775865212083;0,5522638102993369;Inf
0,66088163922540843;0,426599736325442791;0,006251270729117095;0,4982833261601627;Inf
0,48504438577219844;0,213381429784931242;0,001895107331220061;0,7894773541484028;Inf
0,77077278308570385;0,360936251119710505;0,005833190602716059;0,4066232300829142;Inf
0,28124366467818618;0,253473079064860940;0,006419228827580809;0,9335784348659217;Inf
0,85382559499703348;0,221096012624911964;0,005220304331742227;0,2696741961408406;Inf
0,38597250659950078;0,459364028531126678;0,008999611665494740;0,2288173923734576;Inf
0,69655340258032084;0,270173706579953432;0,002220904256682843;0,0690598513465375;Inf
0,67669237707741559;0,271618172060698271;0,001679685816634446;0,8754377982113510;Inf
0,18188128899782896;0,417119378922507167;0,009198275853414088;0,8042834231164306;Inf
0,15101644722744823;0,387063908623531461;0,005711788083426654;0,6452136626467109;Inf
0,80014580162242055;0,237883087480440736;0,007982402308844030;0,3733053484465927;Inf
0,99106704303994775;0,345031584962271154;0,007144307005219162;0,9707338672596961;Inf
0,63844840996898711;0,076210503000766039;0,006770888948813081;0,2514184387400746;Inf
0,72261254023760557;0,213596832007169724;0,001190964102279395;0,7588578746654093;Inf
0,71303208172321320;0,277512970846146345;0,008489117536228150;0,1054990787524730;Inf
0,83165026945061982;0,170200734166428447;0,008245019463356585;0,9494074541144073;Inf
0,56112587265670300;0,093160637188702822;0,004943726614583283;0,8841462191194296;Inf
0,75947032286785543;0,458851652336306870;0,001688659733626992;0,3725571683607996;Inf
0,92576662567444146;0,411682285368442535;0,005839853778015823;0,0795356971211731;Inf
0,49256681604310870;0,138237494626082480;0,003692294848151505;0,4122361855115741;Inf
0,44299569493159652;0,239755471819080412;0,005199017832055688;0,7117218186613172;Inf
0,74808738799765706;0,055841030552983284;0,001402289960533381;0,1614289646968246;Inf
0,61246587382629514;0,436803122400306165;0,003516996502876282;0,0137489472981542;Inf
