"rep";"lac";"mu";"gam";"laa";"K"
1;0,465922417398542;0,454047074820846;0,00511350005632266;0,29926263615489;Inf
1;0,474830165319145;0,306844422221184;0,00756619763909839;0,21310569010675;Inf
1;0,214455813914537;0,440772393997759;0,00815363075817004;0,410578032955527;Inf
1;0,43217905042693;0,277118507307023;0,00709385812166147;0,22154110474512;Inf
1;0,356698207557201;0,163152040168643;0,00939632972585969;0,306220472790301;Inf
1;0,307638379652053;0,276929855532944;0,00553993536508642;0,291180309280753;Inf
1;0,394635325856507;0,487093466892839;0,00990139348199591;0,407540889829397;Inf
1;0,153866638895124;0,293835171777755;0,00632483315654099;0,165571542270482;Inf
1;0,362796916160733;0,200983375776559;0,0054213876160793;0,276709659956396;Inf
1;0,38202591361478;0,203875992074609;0,00692953587858938;0,309363067895174;Inf
1;0,283096710499376;0,316806376352906;0,00562447913573124;0,290767675451934;Inf
1;0,387644900660962;0,359950335044414;0,00790777110843919;0,309857315104455;Inf
1;0,47386889886111;0,234567652922124;0,00620074804057367;0,374091298878193;Inf
1;0,20217152973637;0,124379898514599;0,00860943944309838;0,240716808848083;Inf
1;0,284917129017413;0,280524340085685;0,00572964345337823;0,435852514114231;Inf
1;0,476005809102207;0,435502013377845;0,00576419385150075;0,468765476625413;Inf
1;0,49129057135433;0,329854933731258;0,00629611335112713;0,142523848544806;Inf
1;0,146994944661856;0,241340150963515;0,00888943130034022;0,182611567247659;Inf
1;0,289998832624406;0,318970431294292;0,0071323314984329;0,294657164718956;Inf
1;0,324133098497987;0,457087437529117;0,00530024168081582;0,229528809525073;Inf
1;0,461612554918975;0,29599622823298;0,0055741626850795;0,288685570005327;Inf
1;0,155484067089856;0,168652845267206;0,0074137844867073;0,334435400832444;Inf
1;0,495556691568345;0,317212397605181;0,00989586791954935;0,189580005034804;Inf
1;0,478667293023318;0,484587078355253;0,00905758393462747;0,393611888028681;Inf
1;0,132975023239851;0,225473528821021;0,00771456408547238;0,160193639621139;Inf
1;0,305684713739902;0,428205819241703;0,00536183543503284;0,379021346755326;Inf
1;0,256081386841834;0,222821760177612;0,00733242623042315;0,205643161945045;Inf
1;0,462295252364129;0,174181432463229;0,0066995282296557;0,270585968904197;Inf
1;0,278787851240486;0,11933871069923;0,00844959302572534;0,388533429335803;Inf
1;0,434401703998446;0,198269658908248;0,00757078686030582;0,28978868285194;Inf
1;0,395038247108459;0,240442768856883;0,00757461507804692;0,235434784367681;Inf
1;0,424422056507319;0,163608952704817;0,00772757177008316;0,196236855536699;Inf
1;0,255243313126266;0,22163919871673;0,00723728665034287;0,186503871157765;Inf
1;0,374067891761661;0,107019329909235;0,0054194242018275;0,196823247615248;Inf
1;0,101579335518181;0,498621071688831;0,00965066845878027;0,325961869210005;Inf
1;0,433166432101279;0,421757325064391;0,00508224093122408;0,385027235560119;Inf
1;0,10293365875259;0,134632240701467;0,00707046199706383;0,143238639179617;Inf
1;0,183063589129597;0,447973307874054;0,00613488046685234;0,307630349416286;Inf
1;0,462640563119203;0,321834345348179;0,00549820293672383;0,440876137837768;Inf
1;0,344711457379162;0,268551368732005;0,00741461937548593;0,385852776840329;Inf
1;0,251823696214706;0,127054727636278;0,00825064335716888;0,225592673942447;Inf
1;0,274308633990586;0,32457518260926;0,0096066488919314;0,146326856967062;Inf
1;0,114972413145006;0,128288757707924;0,00681300903554074;0,330001627001911;Inf
1;0,48941596550867;0,184556775540113;0,00927567495033145;0,432548768818378;Inf
1;0,272700499556959;0,3198481653817;0,00650453075766563;0,308135903161019;Inf
1;0,48303063865751;0,292792579345405;0,00732831212575547;0,377604411449283;Inf
1;0,455101962201297;0,16378794182092;0,00571365332463756;0,299961595796049;Inf
1;0,355991507787257;0,159831598028541;0,0090385949681513;0,241664159484208;Inf
1;0,488386644143611;0,299709152150899;0,00832903815899044;0,485921663604677;Inf
1;0,347535282932222;0,47622595122084;0,00530970489955507;0,468904501665384;Inf
1;0,233370884507895;0,233692530635744;0,00715462784166448;0,181837082654238;Inf
1;0,238699299283326;0,175373731832951;0,00698427540715784;0,481961173098534;Inf
1;0,259394164569676;0,207886471319944;0,00848478375701234;0,449597132951021;Inf
1;0,413877110276371;0,312297631241381;0,00829659825307317;0,378937932569534;Inf
1;0,115574596449733;0,108580091409385;0,00703675354830921;0,305037513934076;Inf
1;0,399518154468387;0,41950412299484;0,00653460110188462;0,292326606158167;Inf
1;0,370910732075572;0,144134040083736;0,00627553672529757;0,180720369238406;Inf
1;0,168505732156336;0,315919314324856;0,00836284076678567;0,140091741736978;Inf
1;0,204435185529292;0,328493558987975;0,0094719671679195;0,289035549852997;Inf
1;0,30576517386362;0,347580618783832;0,00922868078108877;0,224871859233826;Inf
1;0,370242909807712;0,385941477399319;0,00696450928458944;0,40895972205326;Inf
1;0,493126879166812;0,149320231471211;0,00539525269996375;0,460429600533098;Inf
1;0,403817707020789;0,224419847503304;0,0091421152849216;0,234091713652015;Inf
1;0,326595369633287;0,478295665048063;0,00536445912439376;0,429577698558569;Inf
1;0,439875887427479;0,300010036956519;0,00557381338789128;0,188013143930584;Inf
1;0,175789574161172;0,154092199634761;0,0081999213504605;0,406449495349079;Inf
1;0,208514645881951;0,447703128214926;0,00660283100092784;0,32428314043209;Inf
1;0,431263394095004;0,182019844837487;0,0059437476308085;0,269382215104997;Inf
1;0,377281928155571;0,470018356386572;0,00696914820582606;0,435427915304899;Inf
1;0,19621789585799;0,454701439291239;0,00931013007997535;0,214928235020489;Inf
1;0,117195518407971;0,154518330097199;0,00673955703270622;0,288288280274719;Inf
1;0,156191637646407;0,414139776863158;0,00500716949230991;0,412337813340128;Inf
1;0,186554166022688;0,281321365665644;0,00955642226850614;0,133086734917015;Inf
1;0,291759425681084;0,154296967759728;0,00975861724466085;0,257807020097971;Inf
1;0,178964136913419;0,454088414739817;0,00745459491503425;0,138264562934637;Inf
1;0,387742335069925;0,234685416053981;0,00731825857656077;0,153333294391632;Inf
1;0,103153895493597;0,227709646057338;0,00798236023401841;0,188450471218675;Inf
1;0,250195985846221;0,261513125896454;0,00953025478636846;0,209647816419601;Inf
1;0,305763083323836;0,291630922816694;0,00586500589502975;0,219623699877411;Inf
1;0,100628221686929;0,247160728089511;0,00892940538353287;0,249914709012955;Inf
1;0,332641601003706;0,28627622704953;0,00616467192303389;0,296580997016281;Inf
1;0,163162083271891;0,11995686115697;0,00788524104515091;0,451441049389541;Inf
1;0,243611322343349;0,174942684639245;0,00920438516652211;0,399491931498051;Inf
1;0,358252751361579;0,49306376548484;0,00566101888427511;0,482074409257621;Inf
1;0,410329345054924;0,231309627834708;0,00947945594787598;0,232768085226417;Inf
1;0,325458736624569;0,168398556206375;0,00725068670581095;0,429665118549019;Inf
1;0,193481359444559;0,295301957800984;0,00947071268921718;0,153066153358668;Inf
1;0,135992206539959;0,107474964670837;0,00624272590270266;0,149878741521388;Inf
1;0,134244825970382;0,235794033482671;0,00541847646818496;0,391243884712458;Inf
1;0,222087347786874;0,111865350231528;0,00524320537340827;0,319368331413716;Inf
1;0,366970605868846;0,446891465224326;0,00989907933515497;0,343406965117902;Inf
1;0,100095558632165;0,392683039885014;0,00742083870572969;0,149178680218756;Inf
1;0,183427982777357;0,226104318723083;0,00922696516965516;0,450573879573494;Inf
1;0,473213650938124;0,254581604711711;0,00708146802266128;0,436939526256174;Inf
1;0,47025789944455;0,23297839621082;0,00744671271415427;0,118495125416666;Inf
1;0,39363772040233;0,135911188460886;0,00591643908759579;0,382807331439108;Inf
1;0,233228793367743;0,402822241000831;0,00879580733948387;0,313916422054172;Inf
1;0,306025331933051;0,34118739888072;0,00652571651269682;0,478182893618941;Inf
1;0,397589858528227;0,158159989025444;0,00582839123555459;0,464811991620809;Inf
1;0,347663696017116;0,113006993383169;0,00516404571477324;0,282391406595707;Inf
1;0,350498137809336;0,293507256638259;0,0056825260410551;0,406208191439509;Inf
1;0,186863079294562;0,277827811148018;0,00588568205712363;0,302017831802368;Inf
1;0,186626924388111;0,124154235981405;0,00759780225227587;0,18101939316839;Inf
1;0,255578011460602;0,231002408824861;0,00905560392537154;0,386855488922447;Inf
1;0,476982276793569;0,451371618919075;0,0055768100626301;0,407230785768479;Inf
1;0,4850432055071;0,472241954505444;0,00946710893302225;0,382550818100572;Inf
1;0,395942111685872;0,256871382799;0,00787676440551877;0,176649654470384;Inf
1;0,393298362288624;0,163538709934801;0,00573286197148263;0,219159920420498;Inf
1;0,314304515998811;0,227979040425271;0,00951402898179367;0,230052506551147;Inf
1;0,100909186434001;0,222786248102784;0,00626501234713942;0,328750493936241;Inf
1;0,343574981018901;0,143124501779676;0,00575298800133169;0,45299661019817;Inf
1;0,434720623772591;0,491733721364289;0,0088427357992623;0,450841350574046;Inf
1;0,400609025079757;0,298761371243745;0,00615061665535905;0,254341014847159;Inf
1;0,281092629022896;0,137229868769646;0,00652699664002284;0,395108861941844;Inf
1;0,314315997529775;0,184709463268518;0,00759284806088544;0,418527745641768;Inf
1;0,314950678125024;0,472200298495591;0,00667299833381549;0,389664584305137;Inf
1;0,100552337430418;0,218738562706858;0,00577217484125868;0,254175435565412;Inf
1;0,242266381531954;0,361287299543619;0,0063318478432484;0,219260913040489;Inf
1;0,34485323606059;0,460428191162646;0,00675377308391035;0,122988460958004;Inf
1;0,431576852221042;0,496318317297846;0,00789229189394973;0,369477185700089;Inf
1;0,242688799742609;0,272133288532496;0,0090430089761503;0,179196770768613;Inf
1;0,264254050329328;0,257510768901557;0,00966635157470591;0,35004315963015;Inf
1;0,329390359576792;0,156763558182865;0,00916931668762118;0,155273136217147;Inf
1;0,335871321428567;0,211922678537667;0,00563501387252472;0,249231408257037;Inf
1;0,387862916942686;0,325928889028728;0,00824726975755766;0,22563593313098;Inf
1;0,257989218086004;0,474055802170187;0,00845175828784704;0,426073959935456;Inf
1;0,467681571654975;0,243360058031976;0,0051602241222281;0,247327238786966;Inf
1;0,485028117429465;0,436802872363478;0,00960244574933313;0,275857650488615;Inf
1;0,193409410212189;0,388963685743511;0,00739234443521127;0,275623210985214;Inf
1;0,38979903999716;0,400294395722449;0,00633260289207101;0,340731314290315;Inf
1;0,461453810054809;0,469595380872488;0,00928255358128808;0,261562774516642;Inf
1;0,341389633901417;0,100951242726296;0,00614573238883168;0,483327312394977;Inf
1;0,352602919563651;0,16417196597904;0,0089597343665082;0,488307185471058;Inf
1;0,47495433986187;0,259709180518985;0,00823387430165894;0,465811209287494;Inf
1;0,440193100273609;0,37012783093378;0,00712167345336638;0,133149483334273;Inf
1;0,331928359623998;0,292148806527257;0,00547534134006128;0,290743844397366;Inf
1;0,428561569564044;0,313531512301415;0,00501733851968311;0,235654106363654;Inf
1;0,145487443637103;0,226780062913895;0,00765566834481433;0,369374325592071;Inf
1;0,405803103465587;0,42590303607285;0,00762153557967395;0,354594378080219;Inf
1;0,349445382878184;0,216887808497995;0,00606592777301557;0,443711245805025;Inf
1;0,159378642681986;0,263652836531401;0,008584660399938;0,479313769936562;Inf
1;0,132105786632746;0,136367323063314;0,00980671788100153;0,329586826357991;Inf
1;0,285627820529044;0,419438655208796;0,00759133299812675;0,314107622206211;Inf
1;0,411747264582664;0,243914099875838;0,00587264011148363;0,476677777152508;Inf
1;0,3934111838229;0,11619503069669;0,00781270067440346;0,456942060869187;Inf
1;0,426892177760601;0,116434535942972;0,00879629084840417;0,264122535474598;Inf
1;0,168064992502332;0,481773695349693;0,0083348566875793;0,120012298971415;Inf
1;0,47788813021034;0,249336497951299;0,00612436461611651;0,411307717859745;Inf
1;0,217449536547065;0,422567867022008;0,00672924881218933;0,470384555868804;Inf
1;0,159628820978105;0,464023603592068;0,00659915879950859;0,250990883167833;Inf
1;0,387751436512917;0,276030485145748;0,00952449198812246;0,197968397848308;Inf
1;0,229634380992502;0,330534601211548;0,00599599190056324;0,135054363403469;Inf
1;0,411523799411952;0,129467118065804;0,00840481508290395;0,256443398725241;Inf
1;0,257776400726289;0,16585095776245;0,00568758879322559;0,173024570103735;Inf
1;0,37143714716658;0,395956310350448;0,0055349734344054;0,153449913859367;Inf
1;0,410330017097294;0,290284405089915;0,00546429697889835;0,202985165361315;Inf
1;0,175147617608309;0,37420838130638;0,0095822447759565;0,321298819128424;Inf
1;0,111634327564389;0,480605977121741;0,00638530217926018;0,159227710589767;Inf
1;0,154285518825054;0,298985795024782;0,00942896938649938;0,485158729646355;Inf
1;0,372065671253949;0,288200250640512;0,00886432324768975;0,477809151541442;Inf
1;0,47392918150872;0,324076780024916;0,00897525618085638;0,496914317645133;Inf
1;0,320197633747011;0,361004048213363;0,00602836796548218;0,38248422825709;Inf
1;0,340706494171172;0,211829399503768;0,00524096661480144;0,156311342306435;Inf
1;0,178797795251012;0,491963035799563;0,00519407965592109;0,10359304966405;Inf
1;0,314094644226134;0,357545643206686;0,00642287064925768;0,37459821542725;Inf
1;0,171822295710444;0,333031374309212;0,00674404916237108;0,372487276699394;Inf
1;0,280754597764462;0,346348410379142;0,00868726662709378;0,467004352994263;Inf
1;0,22682134071365;0,470056117791683;0,00625831790617667;0,263368485681713;Inf
1;0,146469868160784;0,256009158119559;0,00758718501543626;0,26897575603798;Inf
1;0,174440862704068;0,215167874004692;0,00879722361336462;0,314928032737225;Inf
1;0,391892038658261;0,136294385883957;0,0081804226397071;0,265458585228771;Inf
1;0,264748828485608;0,228813561610878;0,006019703426864;0,139057863410562;Inf
1;0,265619872696698;0,403308045025915;0,00996522641042247;0,252107056137174;Inf
1;0,292124051600695;0,141765171848238;0,00500202521681786;0,179200231004506;Inf
1;0,270997786242515;0,384111141040921;0,00603285012533888;0,390009690541774;Inf
1;0,154596144054085;0,48659095345065;0,00817014045314863;0,104403616394848;Inf
1;0,429871762543917;0,180596490483731;0,00508645912632346;0,467543104011566;Inf
1;0,336921697016805;0,143395461793989;0,0051336773566436;0,460091493651271;Inf
1;0,41775879105553;0,122160871513188;0,00803920297534205;0,401661545783281;Inf
1;0,407612970285118;0,43188940603286;0,00785270676366054;0,480768726021051;Inf
1;0,467222566902638;0,332479102630168;0,00622926673968323;0,350234836898744;Inf
1;0,445051910821348;0,28803695011884;0,00959762543207035;0,362380208447576;Inf
1;0,226790095120668;0,246005648002028;0,00836108100833371;0,252550247032195;Inf
1;0,203704230394214;0,212049850914627;0,00822725219652057;0,126242254115641;Inf
1;0,396906580775976;0,33988634198904;0,00604142727330327;0,376352340169251;Inf
1;0,398944446723908;0,427427845168859;0,00740308867883869;0,150993546936661;Inf
